;tweet_id;label;task;task_num;event
366;'769565979424780288';0;during;2;creamfields
367;'769586817595084800';0;during;2;creamfields
375;'769883401113526272';1;during;2;creamfields
383;'769547787683835905';1;during;2;creamfields
384;'769130081356742656';0;during;2;creamfields
389;'769248092801667072';1;during;2;creamfields
390;'769640432028491776';0;during;2;creamfields
396;'769054164085313536';0;during;2;creamfields
400;'768725965681852416';1;during;2;creamfields
401;'769877650416537600';1;during;2;creamfields
402;'769623314306400256';0;during;2;creamfields
405;'768764569099636737';1;during;2;creamfields
407;'769281735104266240';1;during;2;creamfields
408;'769481843565555712';0;during;2;creamfields
412;'768761351556726785';0;during;2;creamfields
413;'769570311805235200';0;during;2;creamfields
416;'769465648401485824';1;during;2;creamfields
419;'769217552941715456';0;during;2;creamfields
420;'769927694964367361';0;during;2;creamfields
421;'769996376411373572';0;during;2;creamfields
425;'768782932957880320';0;during;2;creamfields
427;'769059151691583488';0;during;2;creamfields
429;'768950334333054976';0;during;2;creamfields
431;'769891815424229376';0;during;2;creamfields
433;'769840993302515713';0;during;2;creamfields
436;'768815664152862721';0;during;2;creamfields
441;'768931577774628864';0;during;2;creamfields
443;'769983520534061056';1;during;2;creamfields
444;'769272374659284992';1;during;2;creamfields
445;'768906380577218560';0;during;2;creamfields
447;'769574686703423488';0;during;2;creamfields
449;'769972016032219137';0;during;2;creamfields
450;'769956367905988608';0;during;2;creamfields
451;'768939054469701632';1;during;2;creamfields
454;'769474720974725120';0;during;2;creamfields
455;'768841365040103424';0;during;2;creamfields
456;'769534728756133888';0;during;2;creamfields
457;'769505321517625344';1;during;2;creamfields
459;'769242696254885888';0;during;2;creamfields
460;'769269896962306048';1;during;2;creamfields
462;'768731127188221952';1;during;2;creamfields
464;'769900474447331329';1;during;2;creamfields
466;'769129897080025088';0;during;2;creamfields
467;'769977042070867968';1;during;2;creamfields
468;'769587896756174850';1;during;2;creamfields
469;'768733209794338817';0;during;2;creamfields
475;'769316465837240320';1;during;2;creamfields
477;'768859481576972288';0;during;2;creamfields
479;'769127842978332672';0;during;2;creamfields
484;'769087423762620417';0;during;2;creamfields
489;'768731021827248128';1;during;2;creamfields
490;'769901800384192512';0;during;2;creamfields
494;'769464749377499136';1;during;2;creamfields
499;'769227532197629953';1;during;2;creamfields
510;'769814796770344960';1;during;2;creamfields
520;'769444795165110272';0;during;2;creamfields
524;'769096385241161728';0;during;2;creamfields
535;'769593892350070784';0;during;2;creamfields
542;'768915118231027712';0;during;2;creamfields
545;'769191486156144640';0;during;2;creamfields
551;'769669774007758849';0;during;2;creamfields
557;'769629689019269120';0;during;2;creamfields
559;'769978359971545088';0;during;2;creamfields
562;'768572751347146760';0;during;2;creamfields
563;'769593809885855744';1;during;2;creamfields
564;'768705709462675456';0;during;2;creamfields
569;'769650900617072640';0;during;2;creamfields
571;'768899363137519616';0;during;2;creamfields
572;'769629176433405952';0;during;2;creamfields
573;'769255816205656065';0;during;2;creamfields
574;'768586608622899200';0;during;2;creamfields
576;'769148159176142848';1;during;2;creamfields
580;'768701954667192320';0;during;2;creamfields
581;'769903614664073216';0;during;2;creamfields
583;'769270467970629632';1;during;2;creamfields
585;'769617146267721733';0;during;2;creamfields
586;'769147720770674689';0;during;2;creamfields
587;'769932355461054470';1;during;2;creamfields
593;'769232461373050880';0;during;2;creamfields
594;'769562666402586625';0;during;2;creamfields
595;'769915930621124608';0;during;2;creamfields
603;'769108366580916224';1;during;2;creamfields
606;'769637624650854401';0;during;2;creamfields
607;'769103017350139904';1;during;2;creamfields
609;'768940911048925184';0;during;2;creamfields
614;'768861913845493760';1;during;2;creamfields
615;'769216671944933376';0;during;2;creamfields
618;'769513437822988288';0;during;2;creamfields
621;'768866783965110272';1;during;2;creamfields
625;'768942374475198465';1;during;2;creamfields
627;'770014052370243584';0;during;2;creamfields
629;'769849191493406720';0;during;2;creamfields
633;'769566466819502081';0;during;2;creamfields
635;'768761557450883072';1;during;2;creamfields
639;'768938137116635136';1;during;2;creamfields
640;'768745501781024773';0;during;2;creamfields
643;'768581456096534529';1;during;2;creamfields
645;'769105493021384704';1;during;2;creamfields
647;'768865544606973952';0;during;2;creamfields
652;'769489192028078080';0;during;2;creamfields
655;'768779101608050688';1;during;2;creamfields
656;'769807506289922048';1;during;2;creamfields
657;'769519313476804608';1;during;2;creamfields
666;'769092412065062912';0;during;2;creamfields
668;'768682723762397184';1;during;2;creamfields
676;'769506674252079104';1;during;2;creamfields
682;'769068575084666881';0;during;2;creamfields
685;'769459392098004992';1;during;2;creamfields
686;'769513206914088960';1;during;2;creamfields
687;'769466688492437504';0;during;2;creamfields
688;'769476992777461760';1;during;2;creamfields
692;'769602575394074624';1;during;2;creamfields
694;'769642738862129152';0;during;2;creamfields
699;'768793728463036416';1;during;2;creamfields
700;'768695482638069765';1;during;2;creamfields
701;'769076040392138752';1;during;2;creamfields
702;'769575326720614400';0;during;2;creamfields
703;'769145391174524930';0;during;2;creamfields
705;'769543598304006144';0;during;2;creamfields
706;'769124044130095106';1;during;2;creamfields
707;'769688820111532032';0;during;2;creamfields
711;'768803258634792960';0;during;2;creamfields
716;'768735490967298048';0;during;2;creamfields
718;'768876887871553536';0;during;2;creamfields
721;'769904463352107008';1;during;2;creamfields
724;'769323194755022848';0;during;2;creamfields
725;'769852869872844800';1;during;2;creamfields
727;'768883008770277376';0;during;2;creamfields
729;'769487684486238208';1;during;2;creamfields
732;'769540049159454720';0;during;2;creamfields
738;'769140074709716994';0;during;2;creamfields
748;'768696780615716865';0;during;2;creamfields
752;'768905266817622016';1;during;2;creamfields
753;'769645343575314432';1;during;2;creamfields
755;'768773049185337344';0;during;2;creamfields
756;'768916452653010944';0;during;2;creamfields
758;'769150651104452609';1;during;2;creamfields
759;'768754867791945728';0;during;2;creamfields
761;'769242078798807042';0;during;2;creamfields
763;'769650483141177344';1;during;2;creamfields
767;'769187096481456128';0;during;2;creamfields
770;'769425399151529984';1;during;2;creamfields
772;'768588074402078720';1;during;2;creamfields
773;'768735114637504512';1;during;2;creamfields
775;'769265571292672000';0;during;2;creamfields
781;'769277920292528129';0;during;2;creamfields
782;'769457711796879360';1;during;2;creamfields
785;'769629155591876608';1;during;2;creamfields
786;'768858487933771777';0;during;2;creamfields
788;'769068750066810880';1;during;2;creamfields
789;'768713135540826112';1;during;2;creamfields
793;'769621914302095360';0;during;2;creamfields
794;'768896251148529666';0;during;2;creamfields
796;'769253376806817793';0;during;2;creamfields
798;'769318568517332993';1;during;2;creamfields
800;'769207785628266496';1;during;2;creamfields
801;'769647780797251584';0;during;2;creamfields
802;'769099368121139200';1;during;2;creamfields
806;'769150420136652800';0;during;2;creamfields
809;'769588843674759168';0;during;2;creamfields
812;'769890570265300992';1;during;2;creamfields
813;'769716794001092608';0;during;2;creamfields
816;'769283519449276417';0;during;2;creamfields
817;'769889842855571457';0;during;2;creamfields
818;'769952570626506752';0;during;2;creamfields
819;'769097960659513344';1;during;2;creamfields
820;'768734450075181056';0;during;2;creamfields
821;'769330539862093824';1;during;2;creamfields
823;'769681202588581888';0;during;2;creamfields
826;'768859259673116672';1;during;2;creamfields
827;'769636590901727233';1;during;2;creamfields
830;'769283030808690689';1;during;2;creamfields
833;'769517596249055232';0;during;2;creamfields
835;'769507577952628736';1;during;2;creamfields
840;'768794155208282113';1;during;2;creamfields
841;'768854360751214592';1;during;2;creamfields
849;'768759876008960004';1;during;2;creamfields
851;'769647175978590208';1;during;2;creamfields
852;'769467007897042949';1;during;2;creamfields
854;'768818115404791808';1;during;2;creamfields
856;'768840030882258944';0;during;2;creamfields
858;'768587881556414464';1;during;2;creamfields
859;'768758933527855104';0;during;2;creamfields
864;'769071652202225665';0;during;2;creamfields
867;'769269154260090881';1;during;2;creamfields
870;'768874453417754629';0;during;2;creamfields
873;'769567454980870144';0;during;2;creamfields
874;'769801984912289792';1;during;2;creamfields
875;'769984600252772352';0;during;2;creamfields
877;'768853977307881472';0;during;2;creamfields
880;'768661923940343808';1;during;2;creamfields
883;'769923360826527744';1;during;2;creamfields
884;'768929462738100225';0;during;2;creamfields
885;'769788563022082048';1;during;2;creamfields
886;'769264281875574784';0;during;2;creamfields
890;'768575746516353025';0;during;2;creamfields
894;'769073641858404353';0;during;2;creamfields
895;'769972720159326208';0;during;2;creamfields
897;'769840898289041408';1;during;2;creamfields
899;'768938664818778112';0;during;2;creamfields
902;'768861444121165824';0;during;2;creamfields
905;'768756944244998144';1;during;2;creamfields
906;'769828214243926016';1;during;2;creamfields
910;'768742229171171328';0;during;2;creamfields
911;'769537792326139905';1;during;2;creamfields
914;'769224860178518017';1;during;2;creamfields
918;'768745937443454976';0;during;2;creamfields
919;'769049036980617217';1;during;2;creamfields
920;'769450194765307904';1;during;2;creamfields
922;'769664076851052544';0;during;2;creamfields
925;'769092021810257920';1;during;2;creamfields
928;'769905712914952192';0;during;2;creamfields
930;'769808000794169344';1;during;2;creamfields
931;'769660986500481024';0;during;2;creamfields
932;'769221805106204672';0;during;2;creamfields
934;'769936233992744962';0;during;2;creamfields
936;'768865447085236228';0;during;2;creamfields
937;'769573021623390208';0;during;2;creamfields
938;'769094785923678212';0;during;2;creamfields
939;'769187289402634240';1;during;2;creamfields
943;'769237087455420417';0;during;2;creamfields
945;'769625102174466048';0;during;2;creamfields
946;'768594094469836800';1;during;2;creamfields
948;'769618068163166212';0;during;2;creamfields
949;'768883928946147328';0;during;2;creamfields
950;'768859161681653760';1;during;2;creamfields
953;'769051674543525888';1;during;2;creamfields
955;'769137340040220673';0;during;2;creamfields
959;'769184489662717952';0;during;2;creamfields
961;'769226990700363777';1;during;2;creamfields
962;'769560707163643905';0;during;2;creamfields
963;'770016634144718848';0;during;2;creamfields
964;'769947431681290240';1;during;2;creamfields
965;'769095368193744896';0;during;2;creamfields
969;'769958559123705857';0;during;2;creamfields
971;'769148795242291200';0;during;2;creamfields
973;'769251463633727488';1;during;2;creamfields
974;'769892256455258112';0;during;2;creamfields
975;'768752879045898240';1;during;2;creamfields
976;'769639972886417408';0;during;2;creamfields
978;'768898251978334208';0;during;2;creamfields
980;'768937257101320192';0;during;2;creamfields
982;'769630878700101632';0;during;2;creamfields
983;'769418572967862272';1;during;2;creamfields
985;'768692860308885504';0;during;2;creamfields
987;'769237306591109120';0;during;2;creamfields
988;'769306532274114560';0;during;2;creamfields
989;'768854388702056449';0;during;2;creamfields
991;'769671003261825024';1;during;2;creamfields
993;'769038161515253761';1;during;2;creamfields
994;'769603674712731648';0;during;2;creamfields
996;'768719568982376448';0;during;2;creamfields
997;'769518876874997760';0;during;2;creamfields
998;'769638725257138176';1;during;2;creamfields
999;'769462055002746881';1;during;2;creamfields
0;'770348290856615936';0;after;3;creamfields
1;'770265130508705792';1;after;3;creamfields
2;'770174956135149568';0;after;3;creamfields
3;'770208185135357952';1;after;3;creamfields
4;'772125094084739072';0;after;3;creamfields
5;'770892356140855296';1;after;3;creamfields
6;'773886943096610816';0;after;3;creamfields
7;'770972169325142016';0;after;3;creamfields
8;'773084180620185600';1;after;3;creamfields
12;'770333180779868161';1;after;3;creamfields
13;'770235701275291648';1;after;3;creamfields
14;'770905244444360704';0;after;3;creamfields
15;'770370514112118784';0;after;3;creamfields
16;'772506039862296576';0;after;3;creamfields
17;'770936529774645248';1;after;3;creamfields
18;'770642503766802432';1;after;3;creamfields
19;'770243936124362752';0;after;3;creamfields
20;'771080035755290626';1;after;3;creamfields
21;'773567567348850688';1;after;3;creamfields
23;'770202421398241280';1;after;3;creamfields
25;'770289639479533568';0;after;3;creamfields
26;'770761390743248896';0;after;3;creamfields
27;'770282739396440064';1;after;3;creamfields
29;'770369321973456896';1;after;3;creamfields
31;'770360396674961408';1;after;3;creamfields
32;'773031262445572097';1;after;3;creamfields
33;'772089484104110081';0;after;3;creamfields
34;'774289128322134017';0;after;3;creamfields
35;'775435786321817600';0;after;3;creamfields
36;'770020408057798657';0;after;3;creamfields
37;'770648592465920000';1;after;3;creamfields
38;'773097449275682816';0;after;3;creamfields
39;'770356811220279296';1;after;3;creamfields
40;'775996040155635712';1;after;3;creamfields
41;'770596264719347712';1;after;3;creamfields
42;'770691153142374401';1;after;3;creamfields
43;'770189097986035713';1;after;3;creamfields
44;'773545194306306049';0;after;3;creamfields
45;'770225694278295556';1;after;3;creamfields
46;'770225299552370688';0;after;3;creamfields
47;'770264244013174784';1;after;3;creamfields
48;'770690233595813889';0;after;3;creamfields
49;'771905630110093312';0;after;3;creamfields
50;'770243526349164544';1;after;3;creamfields
51;'771045505564565504';1;after;3;creamfields
52;'770335721819373568';1;after;3;creamfields
53;'770364927483662336';1;after;3;creamfields
54;'770301653253758976';1;after;3;creamfields
56;'770580002626736130';0;after;3;creamfields
58;'772495459269091329';0;after;3;creamfields
60;'770217375958523904';0;after;3;creamfields
61;'771748061882134528';0;after;3;creamfields
62;'770178439882170368';0;after;3;creamfields
63;'770341958585872385';1;after;3;creamfields
65;'770207053373644801';0;after;3;creamfields
66;'770341242651734016';0;after;3;creamfields
67;'770362775927390208';0;after;3;creamfields
68;'772534214843596801';0;after;3;creamfields
69;'771532251066535936';0;after;3;creamfields
70;'772067874760486912';0;after;3;creamfields
71;'770114554479124480';0;after;3;creamfields
72;'775283369806589952';1;after;3;creamfields
73;'770299538380685312';0;after;3;creamfields
75;'771077548038127616';0;after;3;creamfields
76;'775705999709798400';0;after;3;creamfields
78;'770694535013883904';1;after;3;creamfields
79;'770319397009428480';1;after;3;creamfields
82;'770573839147364352';1;after;3;creamfields
83;'771066961786654720';0;after;3;creamfields
86;'770228492172685312';0;after;3;creamfields
87;'771230150054645761';0;after;3;creamfields
88;'770326975949012992';1;after;3;creamfields
89;'770327778424188928';1;after;3;creamfields
91;'770692908609568769';1;after;3;creamfields
92;'771007238215524352';0;after;3;creamfields
93;'771623383138050048';1;after;3;creamfields
94;'771444555468115968';1;after;3;creamfields
95;'774745798236069888';0;after;3;creamfields
96;'772096366294237189';0;after;3;creamfields
97;'770220538124009472';1;after;3;creamfields
98;'770270098091368448';1;after;3;creamfields
99;'770214702563659778';1;after;3;creamfields
101;'770284389536268288';0;after;3;creamfields
103;'772933975866310656';0;after;3;creamfields
104;'770326632112459777';1;after;3;creamfields
107;'770708351835516929';1;after;3;creamfields
111;'770245753524654080';1;after;3;creamfields
115;'770051509291810818';1;after;3;creamfields
116;'770618535223648256';0;after;3;creamfields
117;'770378478357184513';1;after;3;creamfields
118;'776104286992363520';0;after;3;creamfields
119;'772341645647962112';1;after;3;creamfields
120;'773959584675426304';0;after;3;creamfields
121;'770295972933079040';0;after;3;creamfields
124;'770302465845649409';0;after;3;creamfields
126;'773532851958611968';0;after;3;creamfields
127;'770568001926078464';0;after;3;creamfields
128;'770335407401828352';1;after;3;creamfields
129;'770603271950110720';1;after;3;creamfields
130;'770350548046479361';1;after;3;creamfields
132;'770318089120514049';1;after;3;creamfields
133;'770972714144268288';0;after;3;creamfields
134;'776177911854403584';1;after;3;creamfields
137;'770334656696909825';1;after;3;creamfields
139;'770755573667209216';1;after;3;creamfields
144;'770738537050304513';1;after;3;creamfields
147;'770958843941646336';0;after;3;creamfields
149;'770558131411779589';1;after;3;creamfields
151;'770368294176129024';1;after;3;creamfields
152;'770926857160101888';1;after;3;creamfields
153;'774299472499212288';0;after;3;creamfields
154;'771275077530812416';0;after;3;creamfields
155;'770253445232259072';1;after;3;creamfields
156;'770334482197057540';1;after;3;creamfields
157;'770709092994134016';0;after;3;creamfields
158;'770172363010740224';1;after;3;creamfields
159;'770143989685161984';1;after;3;creamfields
160;'771464952393699331';1;after;3;creamfields
161;'770357622935580672';1;after;3;creamfields
163;'771075714904911872';0;after;3;creamfields
166;'772295363008995329';0;after;3;creamfields
167;'773239184744128512';0;after;3;creamfields
170;'771088173929795584';1;after;3;creamfields
172;'770738556348268544';1;after;3;creamfields
174;'770077767518056450';0;after;3;creamfields
175;'771502835657613313';1;after;3;creamfields
176;'770612787303288833';1;after;3;creamfields
177;'770635930952671232';1;after;3;creamfields
178;'770234555160756224';1;after;3;creamfields
179;'773428320864202752';1;after;3;creamfields
180;'771417950955896832';1;after;3;creamfields
182;'770360634026369029';1;after;3;creamfields
183;'770563188748390400';0;after;3;creamfields
185;'770218316040433665';0;after;3;creamfields
188;'770244755829694464';1;after;3;creamfields
190;'771403378974924801';1;after;3;creamfields
191;'775811433275752448';1;after;3;creamfields
193;'772756177600049152';0;after;3;creamfields
194;'771607985902661634';1;after;3;creamfields
198;'774597288840794112';0;after;3;creamfields
199;'770174295444189184';1;after;3;creamfields
200;'770324158043545600';1;after;3;creamfields
201;'770304637962489856';1;after;3;creamfields
202;'770721651914903552';1;after;3;creamfields
203;'770599946353569792';0;after;3;creamfields
204;'770343866839011328';1;after;3;creamfields
205;'773271619171213312';0;after;3;creamfields
206;'771252324069015553';1;after;3;creamfields
210;'774275975446196224';0;after;3;creamfields
211;'770716939622711296';0;after;3;creamfields
212;'770686115091214336';0;after;3;creamfields
213;'770387245283115009';1;after;3;creamfields
215;'775694534881775616';1;after;3;creamfields
216;'770286604879597568';0;after;3;creamfields
218;'774219485603651588';0;after;3;creamfields
220;'772160260614287360';1;after;3;creamfields
221;'775984605170176001';1;after;3;creamfields
222;'770244613567311872';1;after;3;creamfields
224;'772437846334537728';1;after;3;creamfields
225;'770876293655199744';0;after;3;creamfields
226;'770276519637815298';1;after;3;creamfields
227;'771682989352841221';1;after;3;creamfields
232;'771450184026947587';1;after;3;creamfields
235;'770240676038643712';1;after;3;creamfields
237;'772428938391982080';1;after;3;creamfields
239;'770278645776707584';1;after;3;creamfields
241;'770362519651311616';0;after;3;creamfields
242;'775233311748816896';1;after;3;creamfields
243;'770394849665310721';1;after;3;creamfields
244;'770228048947998721';1;after;3;creamfields
245;'775071089751908352';1;after;3;creamfields
246;'770704706754777093';1;after;3;creamfields
249;'770301063442341888';1;after;3;creamfields
250;'771357678929010689';0;after;3;creamfields
251;'770318800533221376';1;after;3;creamfields
255;'772515756663713792';0;after;3;creamfields
257;'770181504802643968';0;after;3;creamfields
262;'771037236448092165';1;after;3;creamfields
264;'770073172234428416';0;after;3;creamfields
265;'770685428341084160';1;after;3;creamfields
267;'774648466307821568';1;after;3;creamfields
269;'771030093535776768';1;after;3;creamfields
270;'770308013341179904';1;after;3;creamfields
271;'770672737320861696';0;after;3;creamfields
273;'770241021359886336';1;after;3;creamfields
274;'770925554501550080';0;after;3;creamfields
277;'771851425181790208';0;after;3;creamfields
285;'770303656612749312';1;after;3;creamfields
286;'770581771322818560';0;after;3;creamfields
289;'770324409454329856';1;after;3;creamfields
290;'770544052446097408';0;after;3;creamfields
296;'770309424984518656';1;after;3;creamfields
297;'770349258461634561';1;after;3;creamfields
299;'770949949286600704';1;after;3;creamfields
300;'770256007612301320';1;after;3;creamfields
305;'772478106951122948';1;after;3;creamfields
306;'770233073388679168';0;after;3;creamfields
310;'771274306663899136';0;after;3;creamfields
311;'770954112758386688';1;after;3;creamfields
313;'770610000343490560';1;after;3;creamfields
315;'774386024424345601';0;after;3;creamfields
319;'770252197187710978';1;after;3;creamfields
322;'770229913093799936';1;after;3;creamfields
323;'770222737499521024';1;after;3;creamfields
325;'770319807493369856';1;after;3;creamfields
327;'773196451467984900';1;after;3;creamfields
328;'770164768586010624';1;after;3;creamfields
329;'770252629108727808';1;after;3;creamfields
331;'770260155783061504';1;after;3;creamfields
332;'771971553928118272';1;after;3;creamfields
335;'770618491279933440';0;after;3;creamfields
340;'772115751515852800';1;after;3;creamfields
341;'772517854839205888';1;after;3;creamfields
342;'770629208976592896';1;after;3;creamfields
344;'770374085742387202';0;after;3;creamfields
346;'770593093976326144';1;after;3;creamfields
347;'770255510801117184';1;after;3;creamfields
349;'773272772814442496';0;after;3;creamfields
353;'770207021417304064';1;after;3;creamfields
360;'770308035445198848';1;after;3;creamfields
361;'770298794500063232';1;after;3;creamfields
365;'770325481371607040';1;after;3;creamfields
366;'770631814578860032';0;after;3;creamfields
369;'770711987726811136';1;after;3;creamfields
371;'771388036395503616';1;after;3;creamfields
373;'770302666870296576';1;after;3;creamfields
374;'771634776377733120';0;after;3;creamfields
375;'770323959476879360';1;after;3;creamfields
376;'770334716599885825';1;after;3;creamfields
378;'771050085694132225';1;after;3;creamfields
380;'770238616111112197';1;after;3;creamfields
385;'772761525555752960';1;after;3;creamfields
388;'771347956310081536';1;after;3;creamfields
399;'770526918424879104';1;after;3;creamfields
405;'770385369472835584';1;after;3;creamfields
407;'771081111984304128';1;after;3;creamfields
409;'773231865062981632';1;after;3;creamfields
410;'774278024778936320';0;after;3;creamfields
412;'773968979274653696';1;after;3;creamfields
416;'771067821040275456';1;after;3;creamfields
419;'771719571669655552';1;after;3;creamfields
421;'771476257972350976';1;after;3;creamfields
422;'773598961370357760';1;after;3;creamfields
423;'773055688671109120';1;after;3;creamfields
424;'771743127484764160';1;after;3;creamfields
427;'770302986618888192';0;after;3;creamfields
430;'770228370286243840';0;after;3;creamfields
431;'771107852765102080';1;after;3;creamfields
432;'771790199160508421';0;after;3;creamfields
436;'770582347112648704';1;after;3;creamfields
438;'770322066071367680';1;after;3;creamfields
442;'770624439398567936';1;after;3;creamfields
443;'770762103963648001';1;after;3;creamfields
444;'770312706771525632';1;after;3;creamfields
449;'770226878275870720';1;after;3;creamfields
451;'770234995298492416';1;after;3;creamfields
452;'770920780758716416';0;after;3;creamfields
466;'774286325470130176';0;after;3;creamfields
469;'770619485451644928';1;after;3;creamfields
472;'770222119930167296';1;after;3;creamfields
475;'775287692321918976';0;after;3;creamfields
478;'770171657122045952';0;after;3;creamfields
479;'772845792235249664';1;after;3;creamfields
480;'774197545421705216';0;after;3;creamfields
487;'770177950910128128';1;after;3;creamfields
488;'770289983819288576';1;after;3;creamfields
490;'770262162384293888';1;after;3;creamfields
492;'770193138761732096';1;after;3;creamfields
493;'770255410221686785';1;after;3;creamfields
494;'771119973821509637';1;after;3;creamfields
500;'770671116268498945';1;after;3;creamfields
503;'770258536387444737';1;after;3;creamfields
505;'771090676163416068';1;after;3;creamfields
506;'771804102967689216';1;after;3;creamfields
517;'773078409115295745';1;after;3;creamfields
518;'770604957749874688';1;after;3;creamfields
519;'770372556079697921';1;after;3;creamfields
520;'774173186984292353';0;after;3;creamfields
521;'770897560076771328';1;after;3;creamfields
528;'770240676038643712';1;after;3;creamfields
533;'770035362605522999';1;after;3;creamfields
535;'771334465952112644';1;after;3;creamfields
537;'770198586168643585';1;after;3;creamfields
540;'770090355643539456';1;after;3;creamfields
541;'774240439801090048';0;after;3;creamfields
542;'771067569688182784';0;after;3;creamfields
545;'772098462750040064';1;after;3;creamfields
547;'771398921902055424';0;after;3;creamfields
548;'770361072503123968';1;after;3;creamfields
550;'770209964895903748';1;after;3;creamfields
552;'772852913160892416';0;after;3;creamfields
558;'773908420495831040';1;after;3;creamfields
561;'773192729115361280';0;after;3;creamfields
562;'770218518969257984';1;after;3;creamfields
563;'770314325038919680';1;after;3;creamfields
567;'771276966486040576';0;after;3;creamfields
569;'770350518094983168';1;after;3;creamfields
570;'770370031289004032';0;after;3;creamfields
573;'770538103165554688';1;after;3;creamfields
575;'770333636738555904';1;after;3;creamfields
579;'770587525262049280';0;after;3;creamfields
583;'770614948686860288';1;after;3;creamfields
588;'770370784980238336';1;after;3;creamfields
589;'770041332245078021';1;after;3;creamfields
591;'770215154264989696';1;after;3;creamfields
593;'770609106872860672';1;after;3;creamfields
594;'770338660810104832';1;after;3;creamfields
597;'770312567927480320';0;after;3;creamfields
599;'775431542688485376';0;after;3;creamfields
600;'770191829304283140';1;after;3;creamfields
601;'770286492719706117';1;after;3;creamfields
603;'770737291425882112';1;after;3;creamfields
609;'772054203585929218';1;after;3;creamfields
611;'770221404012867584';1;after;3;creamfields
612;'770261712536739840';1;after;3;creamfields
613;'770304352334516225';1;after;3;creamfields
617;'770292160184844289';1;after;3;creamfields
621;'772472990193766400';1;after;3;creamfields
622;'770307302213709828';1;after;3;creamfields
623;'770389141523689472';1;after;3;creamfields
624;'770736504742313984';1;after;3;creamfields
625;'770337113917255681';0;after;3;creamfields
629;'770050439681282048';1;after;3;creamfields
630;'770308084774346753';1;after;3;creamfields
633;'771101158542802945';1;after;3;creamfields
636;'770313961065570304';1;after;3;creamfields
637;'770371906184904708';1;after;3;creamfields
644;'775799309115809792';1;after;3;creamfields
648;'774280659011526657';0;after;3;creamfields
655;'770323744728416256';1;after;3;creamfields
656;'770186623648690176';1;after;3;creamfields
657;'770641102768603137';1;after;3;creamfields
658;'772165316927492096';1;after;3;creamfields
663;'771038648968044544';1;after;3;creamfields
665;'770652341502631936';1;after;3;creamfields
666;'770315701072629765';1;after;3;creamfields
667;'771444853712576512';1;after;3;creamfields
670;'774187455838846976';0;after;3;creamfields
671;'773250158981214208';1;after;3;creamfields
676;'770212841483710465';1;after;3;creamfields
684;'770068320213200896';1;after;3;creamfields
686;'770162446396981248';1;after;3;creamfields
688;'772045893868584960';0;after;3;creamfields
689;'770353568830423040';1;after;3;creamfields
690;'770206562849787904';0;after;3;creamfields
691;'770399813041065985';1;after;3;creamfields
692;'770371285700448257';0;after;3;creamfields
693;'770660803716472832';1;after;3;creamfields
696;'770644478163988480';1;after;3;creamfields
698;'770572173895430144';1;after;3;creamfields
706;'772994248584990721';0;after;3;creamfields
709;'770210307264348160';1;after;3;creamfields
711;'770281842801008640';1;after;3;creamfields
718;'770144963350896640';1;after;3;creamfields
719;'775125577409892352';1;after;3;creamfields
721;'770341055640268800';1;after;3;creamfields
723;'770700618184978432';1;after;3;creamfields
727;'770220643296182276';1;after;3;creamfields
728;'770684348899139591';1;after;3;creamfields
730;'770245607529349120';1;after;3;creamfields
732;'770205501300834304';1;after;3;creamfields
735;'771401088113180673';0;after;3;creamfields
739;'773171578607702016';0;after;3;creamfields
740;'773995375950725121';1;after;3;creamfields
743;'770633696592355328';1;after;3;creamfields
746;'770604266004316160';1;after;3;creamfields
749;'770291052368523264';1;after;3;creamfields
754;'770215777651875840';0;after;3;creamfields
760;'770273107739303939';1;after;3;creamfields
763;'770302844142575616';1;after;3;creamfields
764;'772026381341294592';0;after;3;creamfields
767;'770605269734813698';1;after;3;creamfields
774;'770312902867816448';1;after;3;creamfields
775;'770241394376052737';1;after;3;creamfields
776;'770338067844476928';1;after;3;creamfields
778;'770358289846587392';1;after;3;creamfields
786;'772884427940724737';0;after;3;creamfields
787;'773652694858883072';1;after;3;creamfields
789;'770340073837621248';0;after;3;creamfields
790;'772066011021471744';1;after;3;creamfields
791;'774930234583965696';0;after;3;creamfields
798;'770027952335708160';1;after;3;creamfields
801;'774173768964976641';0;after;3;creamfields
802;'770255343117041664';1;after;3;creamfields
803;'770631842319986688';0;after;3;creamfields
805;'770200414742540288';0;after;3;creamfields
817;'770233635203145728';1;after;3;creamfields
818;'773250606131769348';1;after;3;creamfields
826;'771320293268807685';0;after;3;creamfields
828;'770213191163019264';1;after;3;creamfields
830;'770184475342876672';1;after;3;creamfields
832;'770710029620154369';1;after;3;creamfields
835;'770067426595770368';1;after;3;creamfields
837;'770687302947442688';1;after;3;creamfields
841;'772511227058716672';1;after;3;creamfields
842;'774345328292225026';1;after;3;creamfields
843;'770361435859718144';1;after;3;creamfields
846;'773241493108690944';1;after;3;creamfields
847;'770618058918367232';0;after;3;creamfields
851;'770266540537180160';1;after;3;creamfields
852;'773249969147015168';1;after;3;creamfields
854;'770319248522514432';1;after;3;creamfields
857;'770244238181359616';1;after;3;creamfields
858;'770331387077406720';1;after;3;creamfields
859;'773189318722584576';0;after;3;creamfields
863;'770198693563826176';1;after;3;creamfields
865;'770330599974404096';1;after;3;creamfields
868;'770267628627693568';1;after;3;creamfields
872;'772216337389199360';1;after;3;creamfields
873;'770581639940431872';1;after;3;creamfields
